"3_judge_dc","docket","name","citation.led","citation.lexis","citation.sct","citation.us","decision.authority","decision.direction","decision.dissent agrees","decision.jurisdiction","decision.precedent altered?","decision.term","decision.type","decision.unconstitutional","decision.winning party","id.case","id.case issues","id.docket","id.vote","issue.area","issue.id","issue.text","laws.id","laws.type","lower court.direction","lower court.disagreement?","lower court.disposition","lower court.reasons","natural court.chief","natural court.id","natural court.period","origin.id","origin.name","source.id","source.name","voting.majority","voting.minority","voting.split on second","voting.unclear","arguments.petitioner.entity","arguments.petitioner.id","arguments.respondent.entity","arguments.respondent.id","decision.admin action.agency","decision.admin action.id","decision.case.disposition","decision.case.unusual","decision.date.day","decision.date.full","decision.date.month","decision.date.year","voting.majority assigner.id","voting.majority assigner.name","voting.majority writer.id","voting.majority writer.name"
"True","61","FEDERAL TRADE COMMISSION v. HENRY BROCH & CO.","4 L. Ed. 2d 1124","1960 U.S. LEXIS 2000","80 S. Ct. 1158","363 U.S. 166","4.0","liberal","True","cert","True","1959","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1959-090","1959-090-01-01","1959-090-01","1959-090-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","reversed","no reason given","Warren","1406","6","27","U.S. Court of Appeals  Seventh Circuit","27","U.S. Court of Appeals  Seventh Circuit","5","4","True","True","Federal Trade Commission","357","broker / stock exchange / investment or securities firm","119","Federal Trade Commission  ","57","reversed","True","6","6/6/1960","6","1960","90","EWarren","81","WODouglas"
"True","153","SECURITIES AND EXCHANGE COMMISSION v. DREXEL & CO.","99 L. Ed. 2d 376","1955 U.S. LEXIS 1113","75 S. Ct. 386","348 U.S. 341","4.0","liberal","True","cert","True","1954","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1954-033","1954-033-01-01","1954-033-01","1954-033-01-01-01","Economic Activity","80120","federal or state regulation of securities","6","Infrequently litigated statutes","conservative","True","affirmed and reversed (or vacated) in part","no reason given","Warren","1402","2","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","6","2","True","True","Securities and Exchange Commission","405","broker / stock exchange / investment or securities firm","119","Securities and Exchange Commission  ","105","reversed","True","28","2/28/1955","2","1955","90","EWarren","81","WODouglas"
"True","94","ANTONIO MASTROBUONO AND DIANA G. MASTROBUONO v. SHEARSON LEHMAN HUTTON, INC., et al.","131 L. Ed. 2d 76","1995 U.S. LEXIS 1820","115 S. Ct. 1212","514 U.S. 52","7.0","liberal","True","cert","True","1994","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1994-031","1994-031-01-01","1994-031-01","1994-031-01-01-01","Economic Activity","80050","election of remedies: legal remedies available to injured persons or things","6","Infrequently litigated statutes","conservative","True","affirmed","federal court conflict","Rehnquist","1607","7","66","Illinois Northern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","8","1","True","True","investor","173","broker / stock exchange / investment or securities firm","119","Unidentifiable  ","118","reversed","True","6","3/6/1995","3","1995","102","WHRehnquist","103","JPStevens"
"True","39","WILKO v. SWAN et al., DOING BUSINESS AS HAYDEN, STONE & CO., et al.","98 L. Ed. 2d 168","1953 U.S. LEXIS 2673","74 S. Ct. 182","346 U.S. 427","4.0","liberal","True","cert","True","1953","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1953-015","1953-015-01-01","1953-015-01","1953-015-01-01-01","Economic Activity","80120","federal or state regulation of securities","3","Federal Statute","conservative","True","reversed","to resolve important or significant question","Warren","1401","1","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","7","2","True","True","investor","173","broker / stock exchange / investment or securities firm","119","Unidentifiable  ","118","reversed","True","7","12/7/1953","12","1953","90","EWarren","79","SFReed"
"True","66","BOARD OF GOVERNORS OF THE FEDERAL RESERVE SYSTEM ET AL. v. AGNEW ET AL.","91 L. Ed. 408","1947 U.S. LEXIS 2883","67 S. Ct. 411","329 U.S. 441","4.0","liberal","True","cert","True","1946","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1946-031","1946-031-01-01","1946-031-01","1946-031-01-01-01","Economic Activity","80120","federal or state regulation of securities","6","Infrequently litigated statutes","conservative","True","reversed","no reason given","Vinson","1301","1","55","District Of Columbia U.S. District Court","32","U.S. Court of Appeals  District of Columbia Circuit (includes the Court of Appeals for the District of Columbia but not the District of Columbia Court of Appeals  which has local jurisdiction)","9","0","True","True","Federal Reserve Board of Governors","354","broker / stock exchange / investment or securities firm","119","Federal Reserve Board of Governors  ","54","reversed","True","6","1/6/1947","1","1947","78","HLBlack","81","WODouglas"
"True","93","JOHN H. DALTON, SECRETARY OF THE NAVY, et al. v. ARLEN SPECTER et al.","128 L. Ed. 2d 497","1994 U.S. LEXIS 3778","114 S. Ct. 1719","511 U.S. 462","4.0","conservative","True","cert","True","1993","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1993-050","1993-050-01-01","1993-050-01","1993-050-01-01-01","Judicial Power","90120","judicial review of administrative agency's or administrative official's actions and procedures","6","Infrequently litigated statutes","liberal","True","affirmed and reversed (or vacated) in part","no reason given","Rehnquist","1606","6","109","Pennsylvania Eastern U.S. District Court","23","U.S. Court of Appeals  Third Circuit","9","0","True","True","Secretary or administrative unit of the U.S. Navy","377","U.S. senator","23","Defense Base Closure and REalignment Commission  ","22","reversed","True","23","5/23/1994","5","1994","102","WHRehnquist","102","WHRehnquist"
"True","77","NEW MOTOR VEHICLE BOARD OF CALIFORNIA et al. v. ORRIN W. FOX CO. et al.","58 L. Ed. 2d 361","1978 U.S. LEXIS 142","99 S. Ct. 403","439 U.S. 96","2.0","conservative","True","appeal","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1978-010","1978-010-01-01","1978-010-01","1978-010-01-01-01","Due Process","40020","due process: hearing or notice (other than as pertains to government employees or prisoners' rights)","2","Constitutional Amendment","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1506","6","48","California Central U.S. District Court","48","California Central U.S. District Court","8","1","True","True","state commission / board / committee / or authority","4","car dealer","125","State Agency  ","117","reversed","True","5","12/5/1978","12","1978","99","WEBurger","92","WJBrennan"
"True","32","UNITED STATES v. HARRISS et al.","98 L. Ed. 2d 989","1954 U.S. LEXIS 2657","74 S. Ct. 808","347 U.S. 612","1.0","conservative","True","appeal","True","1953","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1953-080","1953-080-01-01","1953-080-01","1953-080-01-01-01","First Amendment","30010","First Amendment, miscellaneous (cf. comity: First Amendment)","6","Infrequently litigated statutes","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Warren","1401","1","55","District Of Columbia U.S. District Court","55","District Of Columbia U.S. District Court","5","3","True","True","United States","27","agent / fiduciary / trustee / or executor","102","Unidentifiable  ","118","reversed","True","7","6/7/1954","6","1954","90","EWarren","90","EWarren"
"True","86","UNITED STATES v. WELLS FARGO BANK et al.","99 L. Ed. 2d 368","1988 U.S. LEXIS 1449","108 S. Ct. 1179","485 U.S. 351","4.0","liberal","True","appeal","True","1987","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1987-053","1987-053-01-01","1987-053-01","1987-053-01-01-01","Federal Taxation","120010","federal taxation, typically under provisions of the Internal Revenue Code","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Rehnquist","1603","3","48","California Central U.S. District Court","48","California Central U.S. District Court","8","0","True","True","United States","27","agent / fiduciary / trustee / or executor","102","Internal Revenue Service/Collector/Commissioner or District Director of  ","69","reversed","True","23","3/23/1988","3","1988","102","WHRehnquist","92","WJBrennan"
"True","465","WOODS v. INTERSTATE REALTY CO.","93 L. Ed. 2d 1524","1949 U.S. LEXIS 2148","69 S. Ct. 1235","337 U.S. 535","6.0","conservative","True","cert","True","1948","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-100","1948-100-01-01","1948-100-01","1948-100-01-01-01","Federalism","100130","miscellaneous federalism","10","Unspecified","liberal","True","reversed","putative conflict","Vinson","1301","1","84","Mississippi Northern U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","6","3","True","True","owner / landlord / or claimant to ownership / fee interest / or possession of land as well as chattels","195","agent / fiduciary / trustee / or executor","102","Unidentifiable  ","118","reversed","True","20","6/20/1949","6","1949","87","FMVinson","81","WODouglas"
"True","417","UNITED STATES DEPARTMENT OF AGRICULTURE, EMERGENCY CROP AND FEED LOANS v. REMUND, ADMINISTRATOR","91 L. Ed. 1082","1947 U.S. LEXIS 2526","67 S. Ct. 891","330 U.S. 539","4.0","liberal","True","cert","True","1946","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1946-070","1946-070-01-01","1946-070-01","1946-070-01-01-01","Federal Taxation","120030","priority of federal fiscal claims: over those of the states or private entities","6","Infrequently litigated statutes","conservative","True","affirmed","to resolve important or significant question","Vinson","1301","1","302","State Trial Court","300","State Supreme Court","8","1","True","True","Department or Secretary of Agriculture","304","agent / fiduciary / trustee / or executor","102","Farm Credit Administration  ","37","reversed","True","17","3/17/1947","3","1947","87","FMVinson","82","FMurphy"
"True","77","HERBERT v. LANDO et al.","60 L. Ed. 2d 115","1979 U.S. LEXIS 88","99 S. Ct. 1635","441 U.S. 153","1.0","conservative","True","cert","True","1978","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1978-076","1978-076-01-01","1978-076-01","1978-076-01-01-01","First Amendment","30030","libel, defamation: defamation of public officials and public and private persons","2","Constitutional Amendment","liberal","True","reversed","to resolve important or significant question","Burger","1506","6","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","6","3","True","True","injured person or legal entity / nonphysically and non-employment related","174","radio and television network / except cable tv","191","Unidentifiable  ","118","reversed","True","18","4/18/1979","4","1979","99","WEBurger","95","BRWhite"
"True","2","UNITED STATES, et al. v. AMERICAN LIBRARY ASSOCIATION, INC., et al.","156 L. Ed. 2d 221","2003 U.S. LEXIS 4799","123 S. Ct. 2297","539 U.S. 194","1.0","conservative","True","appeal","True","2002","judgment of the Court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2002-076","2002-076-01-01","2002-076-01","2002-076-01-01-01","First Amendment","30200","obscenity, federal","2","Constitutional Amendment","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Rehnquist","1607","7","109","Pennsylvania Eastern U.S. District Court","109","Pennsylvania Eastern U.S. District Court","6","3","True","True","United States","27","professional organization / business / or person","216","Unidentifiable  ","118","reversed","True","23","6/23/2003","6","2003","102","WHRehnquist","102","WHRehnquist"
"True","53","UNITED STATES v. INTERNATIONAL BOXING CLUB OF NEW YORK, INC. et al.","99 L. Ed. 2d 290","1955 U.S. LEXIS 1544","75 S. Ct. 259","348 U.S. 236","4.0","liberal","True","appeal","True","1954","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1954-027","1954-027-01-01","1954-027-01","1954-027-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Warren","1402","2","96","New York Southern U.S. District Court","96","New York Southern U.S. District Court","6","2","True","True","United States","27","professional organization / business / or person","216","Unidentifiable  ","118","reversed","True","31","1/31/1955","1","1955","90","EWarren","90","EWarren"
"True","37","UNITED STATES v. WOMEN'S SPORTSWEAR MANUFACTURERS ASSOCIATION ET AL.","93 L. Ed. 2d 805","1949 U.S. LEXIS 3007","69 S. Ct. 714","336 U.S. 460","4.0","liberal","True","appeal","True","1948","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1948-054","1948-054-01-01","1948-054-01","1948-054-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Vinson","1301","1","80","Massachusetts U.S. District Court","80","Massachusetts U.S. District Court","9","0","True","True","United States","27","professional organization / business / or person","216","Unidentifiable  ","118","reversed","True","28","3/28/1949","3","1949","87","FMVinson","84","RHJackson"
"True","94","RADOVICH v. NATIONAL FOOTBALL LEAGUE et al.","1 L. Ed. 2d 456","1957 U.S. LEXIS 1749","77 S. Ct. 390","352 U.S. 445","4.0","liberal","True","cert","True","1956","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1956-042","1956-042-01-01","1956-042-01","1956-042-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","affirmed","to resolve question presented","Warren","1404","4","50","California Northern U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","6","3","True","True","professional organization / business / or person","216","professional organization / business / or person","216","Unidentifiable  ","118","reversed","True","25","2/25/1957","2","1957","90","EWarren","88","TCClark"
"True","75","NATIONAL HOCKEY LEAGUE et al. v. METROPOLITAN HOCKEY CLUB, INC., et al.","49 L. Ed. 2d 747","1976 U.S. LEXIS 187","96 S. Ct. 2778","427 U.S. 639","3.0","liberal","True","cert","True","1975","per curiam (no oral argument)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1975-168","1975-168-01-01","1975-168-01","1975-168-01-01-01","Judicial Power","90110","Federal Rules of Civil Procedure including Supreme Court Rules, application of the Federal Rules of Evidence, Federal Rules of Appellate Procedure in civil litigation, Circuit Court Rules, and state rules and admiralty rules","4","Court Rules","conservative","True","reversed","no reason given","Burger","1506","6","109","Pennsylvania Eastern U.S. District Court","23","U.S. Court of Appeals  Third Circuit","6","2","True","True","professional organization / business / or person","216","professional organization / business / or person","216","Unidentifiable  ","118","reversed","True","30","6/30/1976","6","1976","99","WEBurger","117","Unspecified"
"True","16","MURPHY v. NATIONAL COLLEGIATE ATHLETIC ASSOCIATION","200 L. Ed. 2d 854","2018 U.S. LEXIS 2805","138 S. Ct. 1461","unspecified","1.0","conservative","True","cert","True","2017","opinion of the court (orally argued)","act of congress declared unconstitutional","petitioning party received a favorable disposition","2017-022","2017-022-01-01","2017-022-01","2017-022-01-01-01","Federalism","100120","national supremacy: miscellaneous","6","Infrequently litigated statutes","liberal","True","affirmed","to resolve important or significant question","Roberts","1706","6","92","New Jersey U.S. District Court","23","U.S. Court of Appeals  Third Circuit","7","2","True","True","State","28","professional organization / business / or person","216","Unidentifiable  ","118","reversed","True","14","5/14/2018","5","2018","111","JGRoberts","112","SAAlito"
"True","89","DOMINIC P. GENTILE v. STATE BAR OF NEVADA","115 L. Ed. 2d 888","1991 U.S. LEXIS 3820","111 S. Ct. 2720","501 U.S. 1030","2.0","liberal","True","cert","True","1990","opinion of the court (orally argued)","state or territorial law/reg or const provision unconstitutional","petitioning party received a favorable disposition","1990-129","1990-129-01-01","1990-129-01","1990-129-01-01-01","First Amendment","30010","First Amendment, miscellaneous (cf. comity: First Amendment)","2","Constitutional Amendment","conservative","True","affirmed","no reason given","Rehnquist","1604","4","300","State Supreme Court","300","State Supreme Court","5","4","True","True","attorney / or person acting as such;includes bar applicant or law student / or law firm or bar association","111","professional organization / business / or person","216","State Agency  ","117","reversed","True","27","6/27/1991","6","1991","98","TMarshall","106","AMKennedy"
"True","5","MICROSOFT CORPORATION v. AT&T CORP.","167 L. Ed. 2d 737","2007 U.S. LEXIS 4744","127 S. Ct. 1746","550 U.S. 437","4.0","liberal","True","cert","True","2006","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2006-040","2006-040-01-01","2006-040-01","2006-040-01-01-01","Economic Activity","80210","patents and copyrights: patentability of computer processes","6","Infrequently litigated statutes","conservative","True","affirmed","no reason given","Roberts","1702","2","96","New York Southern U.S. District Court","8","U.S. Court of Appeals  Federal Circuit","7","1","True","True","computer business or manufacturer / hardware or software","133","computer business or manufacturer / hardware or software","133","Unidentifiable  ","118","reversed","True","30","4/30/2007","4","2007","105","AScalia","109","RBGinsburg"
"True","76","UNITED STATES v. NEW YORK TELEPHONE CO.","54 L. Ed. 2d 376","1977 U.S. LEXIS 161","98 S. Ct. 364","434 U.S. 159","4.0","conservative","True","cert","True","1977","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1977-016","1977-016-01-01","1977-016-01","1977-016-01-01-01","Criminal Procedure","10050","search and seizure (other than as pertains to vehicles or Crime Control Act) 10060","3","Federal Statute","liberal","True","reversed","no reason given","Burger","1506","6","96","New York Southern U.S. District Court","22","U.S. Court of Appeals  Second Circuit","5","4","True","True","United States","27","telephone / telecommunications / or telegraph company","205","Unidentifiable  ","118","reversed","True","7","12/7/1977","12","1977","99","WEBurger","95","BRWhite"
"True","89","FEIST PUBLICATIONS, INC. v. RURAL TELEPHONE SERVICE CO., INC.","113 L. Ed. 2d 358","1991 U.S. LEXIS 1856","111 S. Ct. 1282","499 U.S. 340","4.0","liberal","True","cert","True","1990","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1990-054","1990-054-01-01","1990-054-01","1990-054-01-01-01","Economic Activity","80190","patents and copyrights: copyright","6","Infrequently litigated statutes","conservative","True","affirmed","to resolve question presented","Rehnquist","1604","4","72","Kansas U.S. District Court","30","U.S. Court of Appeals  Tenth Circuit","9","0","True","True","publisher / publishing company","220","telephone / telecommunications / or telegraph company","205","Unidentifiable  ","118","reversed","True","27","3/27/1991","3","1991","102","WHRehnquist","104","SDOConnor"
"True","97","AMERICAN TELEPHONE AND TELEGRAPH COMPANY v. CENTRAL OFFICE TELEPHONE, INC.","141 L. Ed. 2d 222","1998 U.S. LEXIS 4002","118 S. Ct. 1956","524 U.S. 214","4.0","liberal","True","cert","True","1997","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1997-086","1997-086-01-01","1997-086-01","1997-086-01-01-01","Federalism","100030","federal pre-emption of state legislation or regulation. cf. state regulation of business. rarely involves union activity. Does not involve constitutional interpretation unless the Court says it does.","3","Federal Statute","conservative","True","affirmed","to resolve question presented","Rehnquist","1607","7","108","Oregon U.S. District Court","29","U.S. Court of Appeals  Ninth Circuit","7","1","True","True","telephone / telecommunications / or telegraph company","205","telephone / telecommunications / or telegraph company","205","Unidentifiable  ","118","reversed","True","15","6/15/1998","6","1998","102","WHRehnquist","105","AScalia"
"True","10","TALK AMERICA, PETITIONER v. MICHIGAN BELL TELEPHONE COMPANY DBA AT&T MICHIGAN","180 L. Ed. 2d 96","2011 U.S. LEXIS 4375","131 S. Ct. 2254","564 U.S. 50","5.0","liberal","True","cert","True","2010","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2010-059","2010-059-01-01","2010-059-01","2010-059-01-01-01","Economic Activity","80340","federal and some few state regulations of public utilities regulation: telephone or telegraph company","3","Federal Statute","conservative","True","affirmed","federal court conflict","Roberts","1704","4","81","Michigan Eastern U.S. District Court","26","U.S. Court of Appeals  Sixth Circuit","8","0","True","True","telephone / telecommunications / or telegraph company","205","telephone / telecommunications / or telegraph company","205","State Agency  ","117","reversed","True","9","6/9/2011","6","2011","111","JGRoberts","108","CThomas"
"True","12","SPRINT COMMUNICATIONS, INC. v. JACOBS","187 L. Ed. 2d 505","2013 U.S. LEXIS 9019","134 S. Ct. 584","571 U.S. 69","7.0","liberal","True","cert","True","2013","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2013-007","2013-007-01-01","2013-007-01","2013-007-01-01-01","Judicial Power","90090","comity primarily removal cases, civil procedure (cf. comity, criminal and First Amendment); deference to foreign judicial tribunals","6","Infrequently litigated statutes","conservative","True","affirmed","to resolve question presented","Roberts","1704","4","71","Iowa Southern U.S. District Court","28","U.S. Court of Appeals  Eighth Circuit","9","0","True","True","telephone / telecommunications / or telegraph company","205","telephone / telecommunications / or telegraph company","205","State Agency  ","117","reversed","True","10","12/10/2013","12","2013","111","JGRoberts","109","RBGinsburg"
"True","81","NORFOLK REDEVELOPMENT AND HOUSING AUTHORITY v. CHESAPEAKE & POTOMAC TELEPHONE COMPANY OF VIRGINIA et al.","78 L. Ed. 2d 29","1983 U.S. LEXIS 117","104 S. Ct. 304","464 U.S. 30","4.0","liberal","True","cert","True","1983","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1983-004","1983-004-01-01","1983-004-01","1983-004-01-01-01","Economic Activity","80340","federal and some few state regulations of public utilities regulation: telephone or telegraph company","6","Infrequently litigated statutes","conservative","True","reversed","to resolve question presented","Burger","1507","7","126","Virginia Eastern U.S. District Court","24","U.S. Court of Appeals  Fourth Circuit","8","0","True","True","State","28","telephone / telecommunications / or telegraph company","205","State Agency  ","117","reversed","True","1","11/1/1983","11","1983","99","WEBurger","102","WHRehnquist"
"True","9","FEDERAL COMMUNICATIONS COMMISSION, et al., PETITIONERS v. AT&T INC. et al.","179 L. Ed. 2d 132","2011 U.S. LEXIS 1899","131 S. Ct. 1177","562 U.S. 397","4.0","conservative","True","cert","True","2010","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","2010-020","2010-020-01-01","2010-020-01","2010-020-01-01-01","Privacy","50040","Freedom of Information Act and related federal or state statutes or regulations","3","Federal Statute","conservative","True","stay /petition  or motion granted","no reason given","Roberts","1704","4","23","U.S. Court of Appeals  Third Circuit","23","U.S. Court of Appeals  Third Circuit","8","0","True","True","Federal Communications Commission (including a predecessor / Federal Radio Commission)","338","telephone / telecommunications / or telegraph company","205","Federal Communications Commission  ","38","reversed","True","1","3/1/2011","3","2011","111","JGRoberts","111","JGRoberts"
"True","13","UNITED STATES v. GAINEY","13 L. Ed. 2d 658","1965 U.S. LEXIS 1733","85 S. Ct. 754","380 U.S. 63","1.0","conservative","True","cert","True","1964","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-047","1964-047-01-01","1964-047-01","1964-047-01-01-01","Criminal Procedure","10090","self-incrimination (other than as pertains to Miranda or immunity from prosecution)","6","Infrequently litigated statutes","liberal","True","reversed","to resolve question presented","Warren","1408","8","59","Georgia Middle U.S. District Court","25","U.S. Court of Appeals  Fifth Circuit","7","2","True","True","United States","27","brewery / distillery","118","Unidentifiable  ","118","reversed","True","1","3/1/1965","3","1965","90","EWarren","94","PStewart"
"True","28","UNITED STATES v. VENTRESCA","13 L. Ed. 2d 684","1965 U.S. LEXIS 2438","85 S. Ct. 741","380 U.S. 102","1.0","conservative","True","cert","True","1964","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1964-049","1964-049-01-01","1964-049-01","1964-049-01-01-01","Criminal Procedure","10050","search and seizure (other than as pertains to vehicles or Crime Control Act) 10060","2","Constitutional Amendment","liberal","True","reversed","to resolve question presented","Warren","1408","8","80","Massachusetts U.S. District Court","21","U.S. Court of Appeals  First Circuit","7","2","True","True","United States","27","brewery / distillery","118","Unidentifiable  ","118","reversed","True","1","3/1/1965","3","1965","78","HLBlack","96","AJGoldberg"
"True","297","KIEFER-STEWART CO. v. JOSEPH E. SEAGRAM & SONS, INC. ET AL.","95 L. Ed. 2d 219","1951 U.S. LEXIS 2476","71 S. Ct. 259","340 U.S. 211","4.0","liberal","True","cert","True","1950","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1950-021","1950-021-01-01","1950-021-01","1950-021-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","reversed","to resolve important or significant question","Vinson","1303","3","69","Indiana Southern U.S. District Court","27","U.S. Court of Appeals  Seventh Circuit","9","0","True","True","wholesale trade","252","brewery / distillery","118","Unidentifiable  ","118","reversed","True","2","1/2/1951","1","1951","87","FMVinson","78","HLBlack"
"True","93","DEPARTMENT OF TAXATION AND FINANCE OF NEW YORK, et al. v. MILHELM ATTEA & BROS., INC., ETC., et al.","129 L. Ed. 2d 52","1994 U.S. LEXIS 4447","114 S. Ct. 2028","512 U.S. 61","4.0","conservative","True","cert","True","1993","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1993-069","1993-069-01-01","1993-069-01","1993-069-01-01-01","Civil Rights","20160","Indians, state jurisdiction over","6","Infrequently litigated statutes","liberal","True","reversed","no reason given","Rehnquist","1606","6","302","State Trial Court","300","State Supreme Court","9","0","True","True","state department or agency","7","wholesale trade","252","Unidentifiable  ","118","reversed","True","13","6/13/1994","6","1994","102","WHRehnquist","103","JPStevens"
"True","36","UNITED STATES v. SHUBERT et al.","99 L. Ed. 2d 279","1955 U.S. LEXIS 1543","75 S. Ct. 277","348 U.S. 222","4.0","liberal","True","appeal","True","1954","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1954-026","1954-026-01-01","1954-026-01","1954-026-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Warren","1402","2","96","New York Southern U.S. District Court","96","New York Southern U.S. District Court","8","0","True","True","United States","27","movie / play / pictorial representation / theatrical production / actor / or exhibitor or distributor of","156","Unidentifiable  ","118","reversed","True","31","1/31/1955","1","1955","90","EWarren","90","EWarren"
"True","74","HICKS, DISTRICT ATTORNEY OF ORANGE COUNTY, et al. v. MIRANDA, DBA WALNUT PROPERTIES, et al.","45 L. Ed. 2d 223","1975 U.S. LEXIS 7","95 S. Ct. 2281","422 U.S. 332","7.0","conservative","True","appeal","True","1974","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1974-134","1974-134-01-01","1974-134-01","1974-134-01-01-01","Judicial Power","90060","comity: obscenity","5","Other","liberal","True","the decision the Supreme Court reviewed is that of a trial court or if the case arose under the Supreme Court's original jurisdiction ","case did not arise on cert or cert not granted","Burger","1504","4","48","California Central U.S. District Court","48","California Central U.S. District Court","5","4","True","True","State","28","movie / play / pictorial representation / theatrical production / actor / or exhibitor or distributor of","156","Unidentifiable  ","118","reversed","True","24","6/24/1975","6","1975","99","WEBurger","95","BRWhite"
"True","75","FEDERAL TRADE COMMISSION v. MOTION PICTURE ADVERTISING SERVICE CO., INC.","97 L. Ed. 2d 426","1953 U.S. LEXIS 2566","73 S. Ct. 361","344 U.S. 392","5.0","liberal","True","cert","True","1952","opinion of the court (orally argued)","no declaration of unconstitutionality","petitioning party received a favorable disposition","1952-039","1952-039-01-01","1952-039-01","1952-039-01-01-01","Economic Activity","80010","antitrust (except in the context of mergers and union antitrust)","3","Federal Statute","conservative","True","reversed","no reason given","Vinson","1303","3","25","U.S. Court of Appeals  Fifth Circuit","25","U.S. Court of Appeals  Fifth Circuit","7","2","True","True","Federal Trade Commission","357","movie / play / pictorial representation / theatrical production / actor / or exhibitor or distributor of","156","Federal Trade Commission  ","57","reversed","True","2","2/2/1953","2","1953","87","FMVinson","81","WODouglas"
